Employment_Sector,Employment_Tenure_Months,Net_Salary_Per_Cutoff,Salary_Frequency,Housing_Status,Years_at_Current_Address,Household_Head,Number_of_Dependents,Comaker_Relationship,Comaker_Employment_Tenure_Months,Comaker_Net_Salary_Per_Cutoff,Has_Community_Role,Paluwagan_Participation,Other_Income_Source,Disaster_Preparedness,Is_Renewing_Client,Default
Private,15,24018.87,Monthly,Owned,5.3,No,1,Friend,78,35154.67,No,Yes,Business,Community Plan,0,1
Private,28,40339.44,Biweekly,Rented,4.9,Yes,4,Sibling,17,44425.53,No,Yes,Business,Insurance,0,0
Public,45,40761.1,Weekly,Rented,3.7,No,4,Friend,105,38481.56,Yes,Yes,Freelance,Savings,0,0
Private,62,35925.16,Bimonthly,Rented,3.1,No,0,Sibling,44,29997.44,Yes,Yes,Freelance,Insurance,0,0
Public,26,19749.57,Weekly,Owned,7.9,No,1,Sibling,119,31244.98,Yes,No,Business,Insurance,0,0
Private,17,19075.12,Bimonthly,Rented,3.1,Yes,2,Sibling,39,27742.71,No,Yes,OFW Remittance,Savings,0,0
Private,106,33801.48,Biweekly,Rented,8.1,Yes,0,Friend,93,29068.56,No,Yes,None,Savings,0,0
Private,13,33568.84,Biweekly,Owned,4.8,No,0,Spouse,108,31682.66,Yes,No,OFW Remittance,Savings,0,0
Private,31,41789.0,Biweekly,Owned,7.5,No,3,Sibling,63,18751.06,Yes,No,Business,Insurance,0,0
Public,99,38844.11,Weekly,Rented,0.6,No,0,Sibling,45,33526.45,Yes,No,Business,Insurance,0,0
Public,92,30692.5,Bimonthly,Owned,5.0,Yes,3,Spouse,76,26572.78,Yes,Yes,Freelance,Savings,0,0
Private,46,23459.56,Monthly,Rented,8.3,Yes,1,Sibling,61,19496.41,No,Yes,OFW Remittance,Savings,0,0
Private,52,28579.22,Monthly,Owned,2.6,No,5,Spouse,35,32589.05,No,Yes,None,Community Plan,0,0
Public,102,15352.87,Bimonthly,Owned,6.4,Yes,3,Parent,16,36336.17,Yes,Yes,Freelance,Savings,0,0
Private,67,35071.43,Biweekly,Rented,4.1,No,0,Sibling,90,37449.72,Yes,No,Freelance,Community Plan,0,0
Public,72,19839.93,Biweekly,Rented,0.8,Yes,4,Friend,64,30759.17,No,Yes,Business,None,0,0
Public,55,28849.07,Bimonthly,Rented,1.7,Yes,3,Friend,86,42520.81,No,No,Business,Savings,0,0
Public,92,23870.55,Monthly,Rented,5.5,No,1,Friend,110,31091.36,No,Yes,OFW Remittance,Insurance,0,0
Public,73,32140.53,Bimonthly,Owned,6.6,Yes,4,Friend,102,34677.37,Yes,Yes,Freelance,Insurance,0,0
Private,30,37623.12,Weekly,Owned,5.7,No,1,Spouse,38,43388.9,No,Yes,None,Community Plan,0,0
Public,88,15832.34,Biweekly,Owned,4.7,Yes,5,Parent,23,38755.3,Yes,No,OFW Remittance,Savings,0,0
Private,56,33546.6,Weekly,Owned,7.2,Yes,4,Sibling,22,21921.26,Yes,No,Freelance,None,0,0
Public,15,41476.52,Biweekly,Owned,7.6,No,4,Friend,110,21586.52,No,Yes,None,None,0,0
Public,55,44707.5,Weekly,Owned,6.0,Yes,1,Friend,112,15232.67,No,Yes,Business,Community Plan,0,0
Public,41,43168.22,Bimonthly,Owned,9.3,Yes,2,Parent,68,42775.4,No,Yes,Freelance,Savings,0,0
Public,87,42435.29,Weekly,Owned,4.2,Yes,5,Friend,35,41837.31,Yes,No,Business,None,0,0
Public,17,19788.75,Biweekly,Owned,6.7,Yes,0,Spouse,99,40028.67,Yes,No,Freelance,Insurance,0,0
Private,36,23618.95,Bimonthly,Rented,3.3,Yes,2,Spouse,51,17717.51,Yes,Yes,Business,Insurance,0,0
Private,42,25211.92,Biweekly,Owned,8.9,No,4,Spouse,75,31394.31,Yes,No,None,Community Plan,0,0
Private,94,41255.84,Biweekly,Owned,6.5,No,4,Sibling,30,28120.98,No,Yes,Business,None,0,0
Public,62,25046.17,Monthly,Rented,2.9,Yes,4,Spouse,65,39600.67,Yes,No,None,Insurance,0,0
Public,40,28842.73,Weekly,Rented,2.2,No,3,Sibling,100,39985.19,No,Yes,OFW Remittance,Savings,0,0
Public,61,37289.18,Biweekly,Owned,6.9,Yes,5,Parent,94,23227.62,No,Yes,Freelance,None,0,0
Public,55,39340.65,Monthly,Rented,1.7,Yes,2,Sibling,119,36453.15,No,No,Business,Community Plan,0,1
Public,91,39257.55,Monthly,Rented,1.3,Yes,5,Sibling,116,15844.96,Yes,No,OFW Remittance,Savings,0,0
Private,54,18912.57,Weekly,Owned,1.0,Yes,4,Spouse,40,22288.66,No,Yes,None,Insurance,0,0
Public,83,34172.08,Weekly,Rented,2.1,No,0,Spouse,18,34862.1,Yes,No,Business,Savings,0,0
Private,88,32075.5,Weekly,Rented,5.1,No,1,Friend,88,15640.94,No,No,None,Insurance,0,0
Private,107,42703.57,Bimonthly,Owned,4.5,No,3,Parent,94,25245.78,Yes,No,None,Insurance,0,0
Public,53,44496.72,Biweekly,Rented,8.4,Yes,3,Parent,46,19685.98,No,Yes,OFW Remittance,Insurance,0,0
Private,43,21844.65,Monthly,Rented,6.2,Yes,3,Spouse,86,30061.25,No,Yes,Business,Savings,0,0
Public,94,29437.52,Biweekly,Rented,5.3,No,5,Friend,116,18754.72,No,No,Freelance,Insurance,0,0
Public,50,32005.08,Biweekly,Rented,4.0,No,5,Parent,95,26255.37,Yes,Yes,Business,Community Plan,0,0
Public,22,31633.24,Bimonthly,Owned,1.6,No,0,Parent,60,18562.96,No,Yes,Business,Savings,0,1
Public,45,35229.52,Monthly,Owned,0.5,Yes,3,Spouse,42,22730.96,Yes,No,Business,None,0,0
Private,19,15456.6,Monthly,Rented,2.7,Yes,4,Friend,112,34445.41,Yes,No,Business,Community Plan,0,0
Private,105,27633.61,Monthly,Owned,6.9,Yes,3,Sibling,110,16492.63,Yes,No,Business,Community Plan,0,0
Public,93,26477.75,Weekly,Rented,2.1,Yes,2,Spouse,75,40050.55,No,Yes,Business,Savings,0,0
Private,9,35864.31,Monthly,Owned,3.1,Yes,2,Sibling,11,44721.24,Yes,No,Business,Insurance,0,0
Public,64,30279.71,Weekly,Owned,7.5,Yes,2,Friend,19,18434.83,No,No,None,Savings,0,1
Public,34,33948.19,Weekly,Rented,6.0,No,4,Friend,63,25475.72,Yes,Yes,None,Insurance,0,0
Public,23,30822.48,Monthly,Owned,9.0,No,1,Parent,33,28521.89,Yes,Yes,Business,Community Plan,0,0
Public,96,39198.65,Monthly,Rented,3.9,No,1,Spouse,119,25534.93,No,Yes,OFW Remittance,Community Plan,0,0
Public,32,43081.64,Biweekly,Owned,4.0,Yes,4,Spouse,27,16830.73,No,Yes,OFW Remittance,Savings,0,0
Private,90,31433.29,Weekly,Owned,9.4,Yes,2,Parent,107,42687.55,No,Yes,OFW Remittance,Insurance,0,0
Public,104,40991.16,Monthly,Owned,2.0,No,3,Friend,69,24664.57,No,No,OFW Remittance,Community Plan,0,0
Public,40,29705.87,Biweekly,Owned,7.8,Yes,0,Parent,31,38671.11,No,Yes,None,None,0,0
Private,76,40494.34,Monthly,Rented,3.9,Yes,4,Spouse,98,19654.91,Yes,Yes,None,Community Plan,0,0
Private,35,40117.56,Bimonthly,Rented,2.8,Yes,4,Parent,47,39648.39,No,Yes,None,Community Plan,0,0
Public,66,16527.85,Monthly,Owned,2.7,No,4,Parent,102,17884.15,Yes,No,OFW Remittance,None,0,1
Private,24,18906.71,Weekly,Owned,3.2,No,2,Friend,50,36115.41,No,No,OFW Remittance,None,0,0
Private,108,19420.22,Bimonthly,Rented,1.6,Yes,1,Parent,104,35929.41,Yes,No,Business,Community Plan,0,0
Public,107,34586.62,Biweekly,Rented,4.1,Yes,5,Sibling,48,32919.0,Yes,No,Freelance,None,0,0
Public,92,19183.49,Weekly,Rented,4.0,No,1,Parent,77,32790.99,Yes,Yes,Business,Savings,0,0
Public,49,15520.01,Weekly,Rented,3.8,No,4,Spouse,21,25765.62,No,Yes,None,Community Plan,0,0
Public,15,36981.1,Monthly,Owned,8.5,Yes,5,Friend,118,31445.15,No,No,Business,Insurance,0,1
Private,54,30061.98,Weekly,Rented,4.3,No,0,Friend,91,39712.68,No,No,Freelance,Community Plan,0,0
Public,104,21243.85,Weekly,Rented,7.3,No,4,Friend,11,37833.79,Yes,Yes,Freelance,None,0,0
Public,56,28260.88,Biweekly,Owned,9.1,Yes,5,Sibling,10,39174.66,No,No,Freelance,Savings,0,1
Private,109,24344.99,Monthly,Rented,2.2,No,1,Friend,62,30110.06,No,Yes,None,Insurance,0,0
Private,42,39660.85,Bimonthly,Rented,3.9,Yes,1,Parent,46,19684.2,No,Yes,Business,None,0,1
Private,97,17031.77,Biweekly,Owned,8.3,No,2,Parent,36,44323.65,No,No,OFW Remittance,Insurance,0,0
Private,72,23880.55,Biweekly,Rented,3.4,No,3,Parent,91,17055.04,Yes,No,OFW Remittance,Insurance,0,0
Private,108,42881.85,Weekly,Rented,9.1,No,3,Sibling,25,41476.58,Yes,Yes,OFW Remittance,Savings,0,0
Public,13,22560.33,Weekly,Owned,8.7,No,4,Parent,93,23590.23,Yes,Yes,None,Insurance,0,1
Public,107,19712.36,Bimonthly,Owned,5.3,No,3,Friend,46,23716.3,No,No,Business,Community Plan,0,0
Private,15,17278.63,Monthly,Owned,6.3,No,5,Sibling,42,33712.44,No,No,None,Insurance,0,0
Public,14,40265.0,Bimonthly,Owned,5.7,Yes,2,Parent,113,35115.57,Yes,No,None,Savings,0,0
Private,101,26616.2,Weekly,Owned,1.5,No,3,Sibling,107,31622.32,No,No,OFW Remittance,Savings,0,0
Public,40,26305.31,Monthly,Rented,10.0,No,0,Friend,30,25043.56,Yes,Yes,Freelance,Insurance,0,0
Private,94,20791.62,Monthly,Rented,9.5,No,0,Sibling,105,36602.83,No,Yes,Freelance,Savings,0,0
Public,10,32775.78,Monthly,Rented,2.6,Yes,2,Sibling,22,41242.45,No,Yes,Freelance,Community Plan,0,0
Public,15,21055.37,Weekly,Owned,8.7,No,5,Parent,81,43353.47,Yes,Yes,None,None,0,0
Public,30,42143.2,Weekly,Owned,4.3,No,5,Sibling,92,41686.51,No,Yes,None,Insurance,0,0
Private,93,44597.55,Weekly,Rented,8.6,No,0,Parent,100,28020.62,Yes,Yes,OFW Remittance,Savings,0,0
Public,87,31196.14,Weekly,Owned,2.2,Yes,1,Sibling,48,37828.83,No,No,Business,Insurance,0,0
Private,15,37958.94,Monthly,Rented,4.6,Yes,0,Parent,42,16952.41,Yes,No,OFW Remittance,Savings,0,0
Private,40,15413.3,Weekly,Rented,6.4,Yes,4,Spouse,71,42404.78,Yes,Yes,None,Community Plan,0,0
Public,36,31371.25,Monthly,Rented,5.3,Yes,4,Spouse,101,27604.1,Yes,Yes,Business,Savings,0,0
Private,108,19845.17,Weekly,Rented,3.7,Yes,1,Spouse,40,30563.15,Yes,No,Freelance,None,0,0
Public,27,39010.12,Weekly,Owned,1.5,No,0,Friend,69,27729.46,No,No,Business,Insurance,0,0
Public,37,21197.85,Monthly,Rented,3.0,Yes,0,Spouse,72,34513.7,Yes,No,Business,Savings,0,0
Public,43,21640.43,Biweekly,Owned,3.1,Yes,1,Friend,113,37572.81,Yes,No,None,Insurance,0,0
Public,75,39542.22,Monthly,Owned,7.8,Yes,5,Parent,37,36328.07,Yes,Yes,Freelance,None,0,0
Private,98,40815.01,Weekly,Rented,8.8,Yes,0,Sibling,77,42216.71,No,Yes,Business,Insurance,0,0
Public,47,31320.03,Monthly,Rented,1.5,No,0,Spouse,119,15359.36,Yes,Yes,OFW Remittance,Savings,0,0
Private,30,22214.08,Weekly,Rented,2.6,Yes,0,Parent,41,33535.44,No,Yes,Business,Insurance,0,0
Private,105,37277.73,Weekly,Owned,6.3,No,3,Sibling,101,44858.74,No,No,Freelance,Community Plan,0,0
Private,21,20890.69,Monthly,Owned,2.8,Yes,2,Parent,117,36889.61,Yes,Yes,Freelance,Insurance,0,0
Private,9,25845.37,Bimonthly,Rented,6.2,Yes,4,Sibling,25,31876.22,No,No,Freelance,Savings,0,1
Public,55,34519.43,Weekly,Rented,7.8,No,0,Spouse,108,42083.64,Yes,No,None,None,0,0
Private,81,35648.11,Bimonthly,Owned,3.3,Yes,5,Friend,25,36388.25,Yes,Yes,OFW Remittance,None,0,0
Private,25,43837.08,Monthly,Owned,2.2,No,5,Friend,74,44921.22,Yes,No,None,None,0,0
Private,78,26868.76,Monthly,Rented,8.6,No,5,Spouse,50,35451.21,Yes,Yes,OFW Remittance,Savings,0,0
Private,33,30659.34,Monthly,Owned,5.9,Yes,3,Spouse,65,42938.76,Yes,Yes,OFW Remittance,Insurance,0,0
Public,25,21096.57,Bimonthly,Rented,4.0,Yes,2,Friend,113,37617.8,Yes,No,Business,Insurance,0,0
Public,15,24073.7,Monthly,Owned,5.5,No,3,Parent,23,25228.72,No,Yes,Freelance,None,0,0
Public,64,32446.13,Biweekly,Rented,7.6,Yes,5,Parent,94,17821.94,Yes,Yes,Freelance,None,0,0
Public,102,33088.26,Biweekly,Rented,2.4,Yes,2,Spouse,66,16403.22,Yes,Yes,OFW Remittance,None,0,0
Private,24,18988.74,Bimonthly,Rented,2.3,Yes,4,Sibling,10,43925.48,No,Yes,Freelance,Insurance,0,0
Private,59,38637.55,Bimonthly,Owned,8.1,Yes,2,Spouse,62,37748.68,Yes,Yes,None,None,0,0
Public,69,22531.39,Biweekly,Owned,6.0,No,2,Parent,111,20871.27,Yes,Yes,OFW Remittance,Community Plan,0,0
Private,23,34656.98,Monthly,Owned,9.8,Yes,5,Parent,103,38666.1,Yes,Yes,OFW Remittance,Insurance,0,0
Public,13,38092.78,Biweekly,Owned,4.3,Yes,3,Parent,100,27010.79,Yes,Yes,None,Community Plan,0,0
Private,109,31383.72,Monthly,Rented,9.2,Yes,5,Friend,92,36660.08,No,No,OFW Remittance,None,0,0
Public,79,17037.54,Weekly,Rented,6.6,No,0,Friend,105,38112.74,Yes,Yes,Freelance,Community Plan,0,0
Private,20,34133.51,Biweekly,Rented,9.3,Yes,0,Spouse,23,32873.26,Yes,No,Business,Insurance,0,0
Public,110,34162.9,Bimonthly,Rented,8.5,Yes,1,Parent,84,37237.03,No,No,None,None,0,0
Public,25,18405.29,Biweekly,Owned,9.5,No,3,Spouse,73,19939.03,No,No,OFW Remittance,None,0,0
Public,47,36717.12,Bimonthly,Rented,7.2,Yes,1,Spouse,24,25733.88,Yes,Yes,None,Community Plan,0,0
Private,90,32854.77,Biweekly,Owned,7.0,Yes,0,Friend,63,42694.51,No,Yes,None,Community Plan,0,0
Private,55,33294.85,Bimonthly,Rented,6.8,Yes,0,Parent,108,35325.48,No,Yes,OFW Remittance,Insurance,0,1
Private,90,23562.24,Monthly,Rented,2.4,No,1,Sibling,52,15679.92,No,Yes,None,Savings,0,0
Public,88,21086.7,Bimonthly,Owned,5.2,No,5,Friend,51,23738.12,No,Yes,OFW Remittance,Savings,0,0
Private,92,38435.56,Biweekly,Owned,2.1,Yes,2,Sibling,49,23036.31,Yes,Yes,None,None,0,0
Private,116,38063.23,Bimonthly,Rented,3.6,Yes,5,Spouse,88,28727.3,Yes,Yes,Business,None,0,0
Private,43,29547.47,Monthly,Owned,0.8,No,0,Spouse,40,41617.8,No,No,OFW Remittance,Insurance,0,0
Public,119,43457.36,Monthly,Rented,0.5,No,3,Parent,50,20640.67,No,No,None,Savings,0,0
Public,71,41894.94,Weekly,Rented,5.7,Yes,4,Friend,109,17820.2,No,Yes,Freelance,None,0,0
Public,62,21617.42,Biweekly,Owned,2.7,No,0,Sibling,110,23110.77,Yes,Yes,None,Insurance,0,0
Private,111,39488.05,Weekly,Rented,9.5,No,0,Sibling,43,29183.66,No,Yes,OFW Remittance,Savings,0,0
Public,93,35707.26,Bimonthly,Owned,4.7,No,0,Friend,100,19472.93,Yes,No,Freelance,Community Plan,0,0
Public,69,28465.95,Weekly,Owned,3.6,Yes,4,Sibling,62,20049.73,Yes,Yes,OFW Remittance,Insurance,0,0
Public,21,19980.41,Monthly,Owned,3.3,Yes,0,Sibling,102,44622.01,Yes,No,OFW Remittance,None,0,0
Public,70,26017.3,Monthly,Owned,3.9,Yes,5,Sibling,90,36142.77,No,Yes,Freelance,Insurance,0,0
Public,98,15366.73,Bimonthly,Owned,9.9,Yes,2,Sibling,67,39061.34,Yes,No,Business,Community Plan,0,0
Private,94,27426.35,Bimonthly,Owned,1.9,Yes,2,Spouse,83,24214.97,No,No,Freelance,None,0,0
Private,12,15116.34,Weekly,Rented,9.6,No,1,Parent,27,17227.9,Yes,No,None,Savings,0,0
Private,38,41123.33,Weekly,Rented,5.3,Yes,5,Sibling,59,36024.83,No,No,Freelance,Insurance,0,0
Private,14,24382.74,Bimonthly,Rented,1.6,Yes,2,Parent,21,23850.56,No,Yes,Freelance,Insurance,0,0
Public,51,32473.33,Biweekly,Owned,3.5,Yes,5,Spouse,51,16278.92,Yes,Yes,None,Insurance,0,0
Private,117,21842.17,Weekly,Rented,8.7,Yes,4,Parent,112,17432.3,Yes,Yes,Freelance,Community Plan,0,0
Public,67,38608.28,Bimonthly,Owned,0.9,Yes,4,Friend,55,42305.21,Yes,Yes,Business,Community Plan,0,0
Public,47,28114.68,Monthly,Rented,4.2,Yes,5,Parent,40,28838.85,No,No,Freelance,Insurance,0,0
Public,53,43074.31,Weekly,Owned,0.3,No,0,Spouse,98,17013.92,Yes,Yes,Business,Community Plan,0,0
Public,36,16327.63,Weekly,Rented,3.1,Yes,1,Friend,17,32333.22,Yes,No,Freelance,None,0,1
Public,16,37329.07,Biweekly,Owned,4.7,No,2,Sibling,85,38978.26,Yes,Yes,OFW Remittance,None,0,0
Private,24,30786.06,Bimonthly,Rented,4.6,Yes,2,Sibling,23,39106.07,Yes,No,OFW Remittance,Community Plan,0,0
Public,27,44598.88,Bimonthly,Owned,7.2,No,1,Parent,65,35402.77,Yes,Yes,Business,Community Plan,0,0
Public,19,33915.41,Weekly,Owned,5.3,No,5,Friend,51,20569.96,No,Yes,Freelance,Insurance,0,0
Private,96,42848.53,Bimonthly,Owned,1.7,Yes,5,Sibling,49,41420.69,Yes,No,None,Savings,0,0
Public,56,28568.51,Monthly,Owned,0.7,Yes,1,Parent,52,29652.6,Yes,No,Business,Savings,0,0
Public,46,19989.98,Bimonthly,Rented,4.2,No,3,Sibling,18,17204.58,No,Yes,None,Savings,0,1
Private,62,23446.68,Weekly,Rented,0.8,Yes,5,Spouse,45,29112.42,Yes,No,Freelance,Savings,0,1
Private,16,21406.87,Monthly,Rented,5.5,No,2,Spouse,75,30568.81,Yes,Yes,Freelance,None,0,1
Private,51,17883.13,Biweekly,Owned,5.0,Yes,5,Parent,118,37356.16,Yes,Yes,Business,Community Plan,0,1
Private,54,34529.19,Bimonthly,Rented,4.5,No,4,Sibling,76,16941.33,Yes,Yes,None,Savings,0,0
Public,41,30549.93,Weekly,Owned,7.3,No,5,Sibling,39,42245.74,No,No,Freelance,Insurance,0,0
Private,97,17971.25,Monthly,Rented,7.0,No,5,Spouse,26,28889.25,No,Yes,None,Savings,0,0
Private,109,35465.07,Monthly,Owned,2.5,Yes,5,Parent,21,16341.88,No,Yes,None,Community Plan,0,0
Public,10,27675.79,Monthly,Rented,6.4,Yes,1,Friend,35,29466.11,No,No,OFW Remittance,Community Plan,0,1
Public,49,33591.47,Bimonthly,Owned,7.0,No,5,Spouse,79,36037.1,Yes,No,Freelance,Insurance,0,0
Private,105,37645.41,Monthly,Owned,8.8,No,4,Sibling,28,20703.72,Yes,Yes,None,Insurance,0,0
Private,85,41546.26,Biweekly,Owned,3.4,Yes,4,Friend,91,24030.08,No,No,Freelance,Insurance,0,0
Private,62,15127.94,Monthly,Rented,6.1,Yes,5,Friend,63,39669.84,No,No,Freelance,Insurance,0,0
Private,46,15110.41,Weekly,Rented,2.2,No,2,Spouse,78,31229.3,No,No,Freelance,Insurance,0,0
Public,74,37468.5,Biweekly,Owned,1.7,No,1,Sibling,119,44962.12,Yes,No,Freelance,Savings,0,0
Private,17,34633.4,Weekly,Rented,9.3,No,1,Spouse,82,35125.08,No,No,Business,Savings,0,0
Private,111,21707.32,Bimonthly,Rented,2.8,No,0,Spouse,10,31706.97,No,Yes,Freelance,Insurance,0,0
Private,107,26526.0,Weekly,Owned,5.6,Yes,2,Friend,104,29233.98,No,No,Freelance,Insurance,0,0
Public,15,32183.93,Biweekly,Rented,9.7,No,5,Spouse,18,18673.39,No,No,OFW Remittance,Insurance,0,1
Private,66,31373.04,Weekly,Rented,8.5,No,1,Parent,98,23508.04,No,No,OFW Remittance,None,0,0
Public,99,35093.98,Biweekly,Owned,2.2,Yes,2,Sibling,97,31325.75,Yes,Yes,Business,Insurance,0,0
Private,117,38167.24,Bimonthly,Rented,2.5,Yes,0,Spouse,68,26819.54,No,Yes,Freelance,Savings,0,0
Private,46,44839.25,Monthly,Rented,3.2,Yes,0,Parent,45,30223.56,No,Yes,None,Savings,0,0
Private,108,24421.15,Bimonthly,Rented,7.5,No,2,Sibling,92,21799.92,No,Yes,OFW Remittance,None,0,0
Private,56,17336.02,Biweekly,Owned,7.1,Yes,1,Parent,93,19069.49,Yes,No,OFW Remittance,Insurance,0,0
Public,22,35964.38,Monthly,Owned,6.6,No,1,Sibling,60,25954.75,No,Yes,Business,None,0,1
Public,71,26004.89,Weekly,Rented,9.6,Yes,2,Spouse,100,41025.21,No,No,Freelance,Savings,0,1
Private,99,23852.71,Bimonthly,Rented,8.6,Yes,3,Spouse,107,44932.48,Yes,Yes,Freelance,Savings,0,0
Private,113,26275.62,Weekly,Rented,6.1,Yes,1,Friend,107,38215.43,Yes,No,OFW Remittance,Insurance,0,0
Public,67,37314.91,Bimonthly,Owned,8.8,No,3,Sibling,55,23219.71,Yes,Yes,Business,Savings,0,0
Public,33,38470.05,Weekly,Rented,0.2,No,2,Sibling,53,30178.14,Yes,Yes,Business,Insurance,0,0
Private,29,37327.48,Monthly,Owned,7.8,No,4,Parent,87,32898.44,Yes,No,Business,Community Plan,0,1
Private,105,41084.81,Bimonthly,Rented,2.1,No,1,Parent,103,39468.73,Yes,No,OFW Remittance,Community Plan,0,1
Private,85,32483.54,Weekly,Rented,8.4,Yes,1,Sibling,116,42283.41,Yes,No,None,Community Plan,0,0
Public,120,23608.02,Bimonthly,Rented,5.8,No,5,Sibling,26,33884.19,No,Yes,None,Community Plan,0,0
Private,16,28823.22,Monthly,Owned,1.9,No,1,Friend,110,42613.26,No,Yes,Business,None,0,0
Private,25,32512.59,Biweekly,Rented,9.9,Yes,0,Sibling,85,21018.57,Yes,Yes,OFW Remittance,None,0,0
Private,96,18679.97,Monthly,Owned,0.5,No,3,Sibling,118,22414.12,No,No,Business,Savings,0,0
Private,8,16692.87,Bimonthly,Owned,7.8,No,3,Parent,51,38872.52,Yes,Yes,None,Community Plan,0,0
Public,23,20086.44,Weekly,Rented,6.0,Yes,3,Friend,29,25767.9,Yes,No,Freelance,Savings,0,1
Public,45,19489.24,Bimonthly,Owned,6.2,Yes,3,Sibling,58,30425.19,Yes,Yes,Freelance,Community Plan,0,0
Public,15,27794.32,Bimonthly,Rented,2.5,Yes,0,Parent,74,23291.37,Yes,Yes,Freelance,None,0,0
Private,106,40917.79,Bimonthly,Rented,8.7,No,4,Sibling,52,36323.31,No,No,Business,Savings,0,0
Public,56,31490.22,Weekly,Rented,2.0,No,4,Parent,15,43286.71,No,No,None,Community Plan,0,0
Public,90,25707.65,Biweekly,Owned,4.2,No,1,Parent,101,36412.12,Yes,No,None,Community Plan,0,0
Public,79,27430.25,Monthly,Rented,7.0,Yes,4,Sibling,53,40062.4,Yes,No,OFW Remittance,None,0,0
Private,100,44013.91,Bimonthly,Owned,6.9,Yes,5,Friend,107,21854.27,Yes,No,Freelance,Insurance,0,0
Public,35,24704.91,Biweekly,Rented,9.0,No,5,Friend,116,20248.23,No,Yes,OFW Remittance,None,0,0
Public,85,33515.32,Weekly,Owned,6.9,Yes,2,Sibling,97,42484.5,Yes,Yes,None,Community Plan,0,0
Public,54,37812.21,Weekly,Owned,5.1,No,3,Sibling,86,38211.86,Yes,No,OFW Remittance,Community Plan,0,0
Private,86,39432.78,Biweekly,Rented,9.4,No,3,Spouse,54,40435.56,No,Yes,None,Insurance,0,0
Private,79,35217.42,Weekly,Owned,0.2,No,1,Sibling,102,22746.07,Yes,Yes,Business,Community Plan,0,0
Private,57,18221.5,Bimonthly,Rented,0.2,Yes,1,Friend,109,40648.47,Yes,No,Business,Insurance,0,0
Private,44,21128.43,Monthly,Rented,7.1,Yes,3,Parent,74,20734.88,No,Yes,OFW Remittance,Savings,0,0
Public,11,21064.28,Monthly,Rented,1.9,Yes,4,Sibling,71,39358.3,Yes,No,Freelance,Savings,0,1
Private,30,17042.88,Biweekly,Rented,2.1,No,5,Sibling,37,31267.66,Yes,No,Business,Insurance,0,1
Public,23,26927.4,Biweekly,Rented,3.2,No,3,Parent,50,32610.06,Yes,Yes,None,Savings,0,0
Private,86,35850.54,Biweekly,Rented,3.2,Yes,5,Sibling,35,38223.9,No,No,Business,None,0,1
Public,46,35434.98,Weekly,Owned,5.6,No,3,Parent,71,37008.97,No,No,OFW Remittance,None,0,0
Private,42,29527.03,Monthly,Rented,1.7,Yes,5,Spouse,11,34169.17,Yes,No,Business,Insurance,0,1
Public,47,25594.11,Monthly,Rented,2.0,Yes,0,Sibling,14,38889.24,No,Yes,Freelance,Savings,0,1
Public,47,22352.09,Monthly,Rented,3.6,Yes,2,Friend,61,17591.49,No,No,None,Community Plan,0,0
Private,63,34528.65,Monthly,Owned,7.8,No,5,Sibling,50,34523.6,No,No,OFW Remittance,Savings,0,0
Public,68,40902.47,Bimonthly,Owned,6.8,No,1,Sibling,111,21324.53,Yes,Yes,Business,None,0,0
Private,95,31175.48,Bimonthly,Owned,0.9,Yes,2,Parent,17,38935.51,No,No,None,Savings,0,0
Private,105,16380.26,Biweekly,Owned,3.5,Yes,3,Sibling,18,18051.66,Yes,No,Business,Savings,0,0
Public,50,30082.96,Weekly,Rented,9.7,Yes,1,Friend,15,30054.75,Yes,No,Business,None,0,0
Private,80,19948.23,Bimonthly,Owned,5.7,Yes,2,Parent,26,38376.8,No,Yes,Freelance,Community Plan,0,0
Private,50,17747.49,Biweekly,Rented,1.9,No,5,Spouse,72,40815.82,No,Yes,OFW Remittance,Savings,0,1
Private,66,43061.17,Weekly,Rented,6.7,Yes,4,Sibling,111,24239.58,No,No,OFW Remittance,Community Plan,0,0
Private,18,21813.15,Weekly,Owned,3.2,No,2,Spouse,62,18619.95,No,No,Business,Community Plan,0,0
Private,11,40030.3,Biweekly,Owned,1.7,Yes,5,Spouse,93,15826.44,Yes,Yes,Business,Insurance,0,1
Private,7,20578.61,Bimonthly,Rented,2.8,No,2,Sibling,87,35747.74,Yes,No,Business,None,0,1
Private,88,16968.75,Bimonthly,Owned,5.7,Yes,1,Friend,53,36230.96,Yes,Yes,None,Savings,0,0
Private,107,18115.7,Biweekly,Rented,5.4,No,4,Spouse,84,28330.93,Yes,Yes,Freelance,Community Plan,0,0
Private,99,21368.44,Biweekly,Owned,5.0,Yes,1,Parent,33,44337.04,Yes,Yes,Freelance,Community Plan,0,0
Public,28,27511.74,Biweekly,Rented,3.2,Yes,3,Spouse,99,26828.85,Yes,No,None,None,0,0
Public,72,26766.44,Monthly,Owned,4.7,No,2,Sibling,118,30585.1,Yes,No,OFW Remittance,Savings,0,1
Private,28,39838.4,Weekly,Owned,9.9,Yes,4,Sibling,67,17759.88,Yes,No,Business,None,0,0
Private,114,35821.11,Bimonthly,Rented,0.5,Yes,2,Friend,97,27036.09,No,Yes,Freelance,Savings,0,0
Public,33,34405.36,Biweekly,Rented,1.1,Yes,5,Spouse,117,15818.43,No,Yes,Business,None,0,0
